Etablissement;cat;Nb chb;Taux VT;Mois;Montant (50%);Taux d'occupation;;
8- SAINTE MARIE:ANALATSARA;R;2;1000;NOVEMBRE 2015;10 800,00;36,00%;;
8- SAINTE MARIE:ANALATSARA;R;2;1000;OCTOBRE 2015;8 500,00;28,33%;;
Moyenne 8- SAINTE MARIE:ANALATSARA;;;;;;36,72%;;
8- SAINTE MARIE:BABOO VILLAGE;2R;14;1000;OCTOBRE 2015;6 500,00;3,10%;;
8- SAINTE MARIE:BABOO VILLAGE;2R;14;1000;NOVEMBRE 2015;4 500,00;2,14%;;
8- SAINTE MARIE:BABOO VILLAGE;2R;14;1000;DECEMBRE 2015;4 000,00;1,90%;;
Moyenne 8- SAINTE MARIE:BABOO VILLAGE;;;;;;2,38%;;
8- SAINTE MARIE:BORAHA VILLAGE;E;10;1500;NOVEMBRE 2015;33 750,00;15,00%;;
8- SAINTE MARIE:BORAHA VILLAGE;E;10;1500;OCTOBRE 2015;22 500,00;10,00%;;
8- SAINTE MARIE:BORAHA VILLAGE;E;10;1500;DECEMBRE 2015;13 500,00;6,00%;;
Moyenne 8- SAINTE MARIE:BORAHA VILLAGE;;;;;;10,33%;;
8- SAINTE MARIE:CHEZ NATH;R;5;1000;OCTOBRE 2015;20 500,00;27,33%;;
8- SAINTE MARIE:CHEZ NATH;R;5;1000;DECEMBRE 2015;19 000,00;25,33%;;
8- SAINTE MARIE:CHEZ NATH;R;5;1000;NOVEMBRE 2015;9 000,00;12,00%;;
Moyenne 8- SAINTE MARIE:CHEZ NATH;;;;;;21,56%;;
8- SAINTE MARIE:CHEZ SIKA;R;5;1000;DECEMBRE 2015;11 000,00;14,67%;;
8- SAINTE MARIE:CHEZ SIKA;R;5;1000;NOVEMBRE 2015;5 000,00;6,67%;;
8- SAINTE MARIE:CHEZ SIKA;R;5;1000;OCTOBRE 2015;2 500,00;3,33%;;
Moyenne 8- SAINTE MARIE:CHEZ SIKA;;;;;;8,22%;;
8- SAINTE MARIE:EDEN LODGE;NC;5;1000;JUILLET 2015;66 600,00;88,80%;;
8- SAINTE MARIE:EDEN LODGE;NC;5;1000;OCTOBRE 2015;45 750,00;61,00%;;
8- SAINTE MARIE:EDEN LODGE;NC;5;1000;JANVIER 2015;43 200,00;57,60%;;
8- SAINTE MARIE:EDEN LODGE;NC;5;1000;SEPTEMBRE 2015;37 600,00;50,13%;;
8- SAINTE MARIE:EDEN LODGE;NC;5;1000;DECEMBRE 2015;26 650,00;35,53%;;
8- SAINTE MARIE:EDEN LODGE;NC;5;1000;MARS 2015;23 100,00;30,80%;;
8- SAINTE MARIE:EDEN LODGE;NC;5;1000;NOVEMBRE 2015;22 400,00;29,87%;;
8- SAINTE MARIE:EDEN LODGE;NC;5;1000;AOUT 2015;17 850,00;23,80%;;
8- SAINTE MARIE:EDEN LODGE;NC;5;1000;AVRIL 2015;17 850,00;23,80%;;
8- SAINTE MARIE:EDEN LODGE;NC;5;1000;DECEMBRE 2015;13 000,00;17,33%;;
8- SAINTE MARIE:EDEN LODGE;NC;5;1000;JUIN 2015;6 650,00;8,87%;;
8- SAINTE MARIE:EDEN LODGE;NC;5;1000;NOVEMBRE 2015;5 500,00;7,33%;;
8- SAINTE MARIE:EDEN LODGE;NC;5;1000;FEVRIER 2015;0;0,00%;;
8- SAINTE MARIE:EDEN LODGE;NC;5;1000;OCTOBRE 2015;0;0,00%;;
Moyenne 8- SAINTE MARIE:EDEN LODGE;;;;;;31,06%;;
8- SAINTE MARIE:HORTENSIA;R;12;1000;DECEMBRE 2015;11 000,00;6,11%;;
8- SAINTE MARIE:HORTENSIA;R;12;1000;NOVEMBRE 2015;9 500,00;5,28%;;
8- SAINTE MARIE:HORTENSIA;R;12;1000;OCTOBRE 2015;8 500,00;4,72%;;
Moyenne 8- SAINTE MARIE:HORTENSIA;;;;;;5,37%;;
8- SAINTE MARIE:HOTEL ATAFANA;R;9;1000;SEPTEMBRE 2015;29 400,00;21,78%;;
8- SAINTE MARIE:HOTEL ATAFANA;R;9;1000;DECEMBRE 2015;17 550,00;13,00%;;
8- SAINTE MARIE:HOTEL ATAFANA;R;9;1000;OCTOBRE 2015;11 000,00;8,15%;;
8- SAINTE MARIE:HOTEL ATAFANA;R;9;1000;NOVEMBRE 2015;6 000,00;4,44%;;
Moyenne 8- SAINTE MARIE:HOTEL ATAFANA;;;;;;11,84%;;
8- SAINTE MARIE:HOTEL FREDDY;NC;7;1000;OCTOBRE 2015;5 500,00;5,24%;;
8- SAINTE MARIE:HOTEL FREDDY;NC;7;1000;NOVEMBRE 2015;5 000,00;4,76%;;
8- SAINTE MARIE:HOTEL FREDDY;NC;7;1000;DECEMBRE 2015;2 000,00;1,90%;;
Moyenne 8- SAINTE MARIE:HOTEL FREDDY;;;;;;3,97%;;
8- SAINTE MARIE:HOTEL LA BALEINE;R;10;1000;NOVEMBRE 2015;8 000,00;5,33%;;
Moyenne 8- SAINTE MARIE:HOTEL LA BALEINE;;;;;;5,33%;;
8- SAINTE MARIE:HOTEL LA MERVEILLE;E;13;1500;DECEMBRE 2015;6 000,00;2,05%;;
8- SAINTE MARIE:HOTEL LA MERVEILLE;E;13;1500;NOVEMBRE 2015;5 250,00;1,79%;;
8- SAINTE MARIE:HOTEL LA MERVEILLE;E;13;1500;OCTOBRE 2015;4 500,00;1,54%;;
Moyenne 8- SAINTE MARIE:HOTEL LA MERVEILLE;;;;;;1,79%;;
8- SAINTE MARIE:HOTEL LAKANA;3R;15;1000;OCTOBRE 2015;58 500,00;26,00%;;
8- SAINTE MARIE:HOTEL LAKANA;3R;15;1000;NOVEMBRE 2015;49 000,00;21,78%;;
8- SAINTE MARIE:HOTEL LAKANA;3R;15;1000;DECEMBRE 2015;27 000,00;12,00%;;
Moyenne 8- SAINTE MARIE:HOTEL LAKANA;;;;;;19,93%;;
8- SAINTE MARIE:HOTEL MANINGORY;3R;12;1000;NOVEMBRE 2015;70 000,00;38,89%;;
8- SAINTE MARIE:HOTEL MANINGORY;3R;12;1000;DECEMBRE 2015;27 500,00;15,28%;;
8- SAINTE MARIE:HOTEL MANINGORY;3R;12;1000;OCTOBRE 2015;17 600,00;9,78%;;
Moyenne 8- SAINTE MARIE:HOTEL MANINGORY;;;;;;21,31%;;
8- SAINTE MARIE:HOTEL MASOANDRO;3E;24;5000;OCTOBRE 2015;270 000,00;15,00%;;
8- SAINTE MARIE:HOTEL MASOANDRO;3E;24;5000;DECEMBRE 2015;197 500,00;10,97%;;
8- SAINTE MARIE:HOTEL MASOANDRO;3E;24;5000;NOVEMBRE 2015;130 000,00;7,22%;;
Moyenne 8- SAINTE MARIE:HOTEL MASOANDRO;;;;;;11,06%;;
8- SAINTE MARIE:IDYLLE BEACH;R;2;1000;NOVEMBRE 2015;5 500,00;18,33%;;
8- SAINTE MARIE:IDYLLE BEACH;R;2;1000;OCTOBRE 2015;4 000,00;13,33%;;
8- SAINTE MARIE:IDYLLE BEACH;R;2;1000;DECEMBRE 2015;3 500,00;11,67%;;
Moyenne 8- SAINTE MARIE:IDYLLE BEACH;;;;;;14,44%;;
8- SAINTE MARIE:LA BALEINE;R;6;1000;DECEMBRE 2015;12 500,00;13,89%;;
8- SAINTE MARIE:LA BALEINE;R;6;1000;OCTOBRE 2015;6 500,00;7,22%;;
Moyenne 8- SAINTE MARIE:LA BALEINE;;;;;;10,56%;;
8- SAINTE MARIE:LA BANANA;R;4;1000;JUILLET 2015;22 950,00;38,25%;;
8- SAINTE MARIE:LA BANANA;R;4;1000;OCTOBRE 2015;17 500,00;29,17%;;
8- SAINTE MARIE:LA BANANA;R;4;1000;MARS 2015;11 550,00;19,25%;;
8- SAINTE MARIE:LA BANANA;R;4;1000;JUIN 2015;7 200,00;12,00%;;
8- SAINTE MARIE:LA BANANA;R;4;1000;JANVIER 2015;6 900,00;11,50%;;
8- SAINTE MARIE:LA BANANA;R;4;1000;SEPTEMBRE 2015;6 000,00;10,00%;;
8- SAINTE MARIE:LA BANANA;R;4;1000;NOVEMBRE 2015;5 200,00;8,67%;;
8- SAINTE MARIE:LA BANANA;R;4;1000;AVRIL 2015;4 000,00;6,67%;;
8- SAINTE MARIE:LA BANANA;R;4;1000;MAI 2015;3 800,00;6,33%;;
8- SAINTE MARIE:LA BANANA;R;4;1000;AOUT 2015;3 200,00;5,33%;;
8- SAINTE MARIE:LA BANANA;R;4;1000;DECEMBRE 2015;1 800,00;3,00%;;
8- SAINTE MARIE:LA BANANA;R;4;1000;FEVRIER 2015;1 100,00;1,83%;;
Moyenne 8- SAINTE MARIE:LA BANANA;;;;;;12,67%;;
8- SAINTE MARIE:LA BIGORNE;R;5;1000;NOVEMBRE 2015;9 500,00;12,67%;;
8- SAINTE MARIE:LA BIGORNE;R;5;1000;OCTOBRE 2015;8 500,00;11,33%;;
8- SAINTE MARIE:LA BIGORNE;R;5;1000;DECEMBRE 2015;7 000,00;9,33%;;
Moyenne 8- SAINTE MARIE:LA BIGORNE;;;;;;11,11%;;
8- SAINTE MARIE:LA CASE A PAULO;E;3;1500;OCTOBRE 2015;7 500,00;11,11%;;
8- SAINTE MARIE:LA CASE A PAULO;E;3;1500;NOVEMBRE 2015;3 000,00;4,44%;;
8- SAINTE MARIE:LA CASE A PAULO;E;3;1500;DECEMBRE 2015;0;0,00%;;
Moyenne 8- SAINTE MARIE:LA CASE A PAULO;;;;;;5,19%;;
8- SAINTE MARIE:LA CRIQUE;2E;12;1000;SEPTEMBRE 2015;89 250,00;49,58%;;
8- SAINTE MARIE:LA CRIQUE;2E;12;1000;OCTOBRE 2015;79 950,00;44,42%;;
8- SAINTE MARIE:LA CRIQUE;2E;12;1000;NOVEMBRE 2015;71 100,00;39,50%;;
8- SAINTE MARIE:LA CRIQUE;2E;12;1000;DECEMBRE 2015;63 525,00;35,29%;;
Moyenne 8- SAINTE MARIE:LA CRIQUE;;;;;;42,20%;;
8- SAINTE MARIE:LA MARINA;NC;25;1000;OCTOBRE 2015;22 500,00;6,00%;;
8- SAINTE MARIE:LA MARINA;NC;25;1000;DECEMBRE 2015;17 000,00;4,53%;;
8- SAINTE MARIE:LA MARINA;NC;25;1000;NOVEMBRE 2015;15 000,00;4,00%;;
Moyenne 8- SAINTE MARIE:LA MARINA;;;;;;4,84%;;
8- SAINTE MARIE:LA PALOURDE;2R;6;1000;DECEMBRE 2015;2 500,00;2,78%;;
8- SAINTE MARIE:LA PALOURDE;2R;6;1000;NOVEMBRE 2015;2 000,00;2,22%;;
8- SAINTE MARIE:LA PALOURDE;2R;6;1000;OCTOBRE 2015;1 500,00;1,67%;;
Moyenne 8- SAINTE MARIE:LA PALOURDE;;;;;;2,22%;;
8- SAINTE MARIE:LA POLINA;E;12;1500;OCTOBRE 2015;9 000,00;3,33%;;
8- SAINTE MARIE:LA POLINA;E;12;1500;DECEMBRE 2015;7 500,00;2,78%;;
8- SAINTE MARIE:LA POLINA;E;12;1500;NOVEMBRE 2015;6 000,00;2,22%;;
Moyenne 8- SAINTE MARIE:LA POLINA;;;;;;2,78%;;
8- SAINTE MARIE:LE BON ENDROIT;R;4;1000;OCTOBRE 2015;20 500,00;34,17%;;
8- SAINTE MARIE:LE BON ENDROIT;R;4;1000;DECEMBRE 2015;9 900,00;16,50%;;
8- SAINTE MARIE:LE BON ENDROIT;R;4;1000;NOVEMBRE 2015;9 000,00;15,00%;;
Moyenne 8- SAINTE MARIE:LE BON ENDROIT;;;;;;21,89%;;
8- SAINTE MARIE:LE RAVORANA;2E;8;1500;DECEMBRE 2015;72 000,00;40,00%;;
8- SAINTE MARIE:LE RAVORANA;2E;8;1500;NOVEMBRE 2015;68 250,00;37,92%;;
8- SAINTE MARIE:LE RAVORANA;2E;8;1500;AOUT 2015;57 600,00;32,00%;;
8- SAINTE MARIE:LE RAVORANA;2E;8;1500;SEPTEMBRE 2015;50 625,00;28,13%;;
8- SAINTE MARIE:LE RAVORANA;2E;8;1500;OCTOBRE 2015;46 200,00;25,67%;;
Moyenne 8- SAINTE MARIE:LE RAVORANA;;;;;;32,74%;;
8- SAINTE MARIE:LE VIEUX FORT;R;7;1000;OCTOBRE 2015;48 500,00;46,19%;;
8- SAINTE MARIE:LE VIEUX FORT;R;7;1000;NOVEMBRE 2015;38 500,00;36,67%;;
8- SAINTE MARIE:LE VIEUX FORT;R;7;1000;DECEMBRE 2015;28 000,00;26,67%;;
8- SAINTE MARIE:LE VIEUX FORT;R;7;1000;SEPTEMBRE 2015;16 500,00;15,71%;;
Moyenne 8- SAINTE MARIE:LE VIEUX FORT;;;;;;31,31%;;
8- SAINTE MARIE:LE ZINNIA;R;9;1000;NOVEMBRE 2015;4 500,00;3,33%;;
8- SAINTE MARIE:LE ZINNIA;R;9;1000;DECEMBRE 2015;4 000,00;2,96%;;
8- SAINTE MARIE:LE ZINNIA;R;9;1000;OCTOBRE 2015;3 500,00;2,59%;;
Moyenne 8- SAINTE MARIE:LE ZINNIA;;;;;;2,96%;;
8- SAINTE MARIE:LES JARDINS D'EDEN;NC;2;1000;NOVEMBRE 2015;14 700,00;49,00%;;
8- SAINTE MARIE:LES JARDINS D'EDEN;NC;2;1000;DECEMBRE 2015;5 200,00;17,33%;;
8- SAINTE MARIE:LES JARDINS D'EDEN;NC;2;1000;SEPTEMBRE 2015;4 000,00;13,33%;;
8- SAINTE MARIE:LES JARDINS D'EDEN;NC;2;1000;JANVIER 2015;3 600,00;12,00%;;
8- SAINTE MARIE:LES JARDINS D'EDEN;NC;2;1000;FEVRIER 2015;3 450,00;11,50%;;
8- SAINTE MARIE:LES JARDINS D'EDEN;NC;2;1000;AOUT 2015;3 400,00;11,33%;;
8- SAINTE MARIE:LES JARDINS D'EDEN;NC;2;1000;MARS 2015;3 300,00;11,00%;;
8- SAINTE MARIE:LES JARDINS D'EDEN;NC;2;1000;JUIN 2015;2 850,00;9,50%;;
8- SAINTE MARIE:LES JARDINS D'EDEN;NC;2;1000;JUILLET 2015;2 700,00;9,00%;;
8- SAINTE MARIE:LES JARDINS D'EDEN;NC;2;1000;AVRIL 2015;0;0,00%;;
8- SAINTE MARIE:LES JARDINS D'EDEN;NC;2;1000;MAI 2015;0;0,00%;;
Moyenne 8- SAINTE MARIE:LES JARDINS D'EDEN;;;;;;13,09%;;
8- SAINTE MARIE:LES LEMURIENS;R;6;1000;OCTOBRE 2015;14 000,00;15,56%;;
8- SAINTE MARIE:LES LEMURIENS;R;6;1000;DECEMBRE 2015;13 000,00;14,44%;;
8- SAINTE MARIE:LES LEMURIENS;R;6;1000;NOVEMBRE 2015;7 000,00;7,78%;;
Moyenne 8- SAINTE MARIE:LES LEMURIENS;;;;;;12,59%;;
8- SAINTE MARIE:LES PALMIERS;R;7;1000;NOVEMBRE 2015;31 000,00;29,52%;;
8- SAINTE MARIE:LES PALMIERS;R;7;1000;OCTOBRE 2015;24 000,00;22,86%;;
8- SAINTE MARIE:LES PALMIERS;R;7;1000;DECEMBRE 2015;21 000,00;20,00%;;
Moyenne 8- SAINTE MARIE:LES PALMIERS;;;;;;24,13%;;
8- SAINTE MARIE:LIBERTALIA;NC;10;1000;NOVEMBRE 2015;106 700,00;71,13%;;
8- SAINTE MARIE:LIBERTALIA;NC;10;1000;OCTOBRE 2015;99 500,00;66,33%;;
8- SAINTE MARIE:LIBERTALIA;NC;10;1000;DECEMBRE 2015;85 000,00;56,67%;;
Moyenne 8- SAINTE MARIE:LIBERTALIA;;;;;;64,71%;;
8- SAINTE MARIE:L'OASIS;NC;1;1000;SEPTEMBRE 2015;3 000,00;20,00%;;
8- SAINTE MARIE:L'OASIS;NC;1;1000;NOVEMBRE 2015;2 200,00;14,67%;;
8- SAINTE MARIE:L'OASIS;NC;1;1000;OCTOBRE 2015;2 200,00;14,67%;;
8- SAINTE MARIE:L'OASIS;NC;1;1000;DECEMBRE 2015;1 000,00;6,67%;;
Moyenne 8- SAINTE MARIE:L'OASIS;;;;;;14,00%;;
8- SAINTE MARIE:MEVA PARADIS;R;8;1000;OCTOBRE 2015;11 000,00;9,17%;;
Moyenne 8- SAINTE MARIE:MEVA PARADIS;;;;;;9,17%;;
8- SAINTE MARIE:MIRANA PLAGE;NC;5;1000;NOVEMBRE 2015;23 000,00;30,67%;;
8- SAINTE MARIE:MIRANA PLAGE;NC;5;1000;OCTOBRE 2015;11 000,00;14,67%;;
8- SAINTE MARIE:MIRANA PLAGE;NC;5;1000;DECEMBRE 2015;4 000,00;5,33%;;
Moyenne 8- SAINTE MARIE:MIRANA PLAGE;;;;;;16,89%;;
8- SAINTE MARIE:MORA MORA HOTEL;R;6;1000;DECEMBRE 2015;40 000,00;44,44%;;
8- SAINTE MARIE:MORA MORA HOTEL;R;6;1000;OCTOBRE 2015;38 500,00;42,78%;;
8- SAINTE MARIE:MORA MORA HOTEL;R;6;1000;NOVEMBRE 2015;28 000,00;31,11%;;
Moyenne 8- SAINTE MARIE:MORA MORA HOTEL;;;;;;39,44%;;
8- SAINTE MARIE:NATIORA GREEN LODGE;NC;6;1000;DECEMBRE 2015;23 500,00;26,11%;;
8- SAINTE MARIE:NATIORA GREEN LODGE;NC;6;1000;OCTOBRE 2015;16 800,00;18,67%;;
Moyenne 8- SAINTE MARIE:NATIORA GREEN LODGE;;;;;;22,39%;;
8- SAINTE MARIE:NATIORA RESIDENCE;NC;6;1000;JUILLET 2015;28 875,00;32,08%;;
8- SAINTE MARIE:NATIORA RESIDENCE;NC;6;1000;NOVEMBRE 2015;10 450,00;11,61%;;
8- SAINTE MARIE:NATIORA RESIDENCE;NC;6;1000;JUIN 2015;0;0,00%;;
Moyenne 8- SAINTE MARIE:NATIORA RESIDENCE;;;;;;14,56%;;
8- SAINTE MARIE:PIMENT VANILLE;R;3;1000;DECEMBRE 2015;36 500,00;81,11%;;
8- SAINTE MARIE:PIMENT VANILLE;R;3;1000;OCTOBRE 2015;17 500,00;38,89%;;
8- SAINTE MARIE:PIMENT VANILLE;R;3;1000;NOVEMBRE 2015;13 500,00;30,00%;;
Moyenne 8- SAINTE MARIE:PIMENT VANILLE;;;;;;50,00%;;
8- SAINTE MARIE:PRINCESSE BORA LODGE;2E;20;1500;OCTOBRE 2015;369 000,00;82,00%;;
8- SAINTE MARIE:PRINCESSE BORA LODGE;2E;20;1500;DECEMBRE 2015;257 250,00;57,17%;;
8- SAINTE MARIE:PRINCESSE BORA LODGE;2E;20;1500;NOVEMBRE 2015;180 750,00;40,17%;;
Moyenne 8- SAINTE MARIE:PRINCESSE BORA LODGE;;;;;;59,78%;;
8- SAINTE MARIE:RIAKE RESORT VILLA;2E;9;1500;OCTOBRE 2015;62 250,00;30,74%;;
8- SAINTE MARIE:RIAKE RESORT VILLA;2E;9;1500;DECEMBRE 2015;60 225,00;29,74%;;
8- SAINTE MARIE:RIAKE RESORT VILLA;2E;9;1500;NOVEMBRE 2015;24 750,00;12,22%;;
Moyenne 8- SAINTE MARIE:RIAKE RESORT VILLA;;;;;;24,23%;;
8- SAINTE MARIE:SOANAMBO;3E;22;5000;OCTOBRE 2015;552 500,00;33,48%;;
8- SAINTE MARIE:SOANAMBO;3E;22;5000;NOVEMBRE 2015;385 000,00;23,33%;;
8- SAINTE MARIE:SOANAMBO;3E;22;5000;DECEMBRE 2015;285 000,00;17,27%;;
Moyenne 8- SAINTE MARIE:SOANAMBO;;;;;;24,70%;;
8- SAINTE MARIE:TIPANIERS LODGE;2E;7;1500;DECEMBRE 2015;24 000,00;15,24%;;
8- SAINTE MARIE:TIPANIERS LODGE;2E;7;1500;OCTOBRE 2015;15 000,00;9,52%;;
8- SAINTE MARIE:TIPANIERS LODGE;2E;7;1500;NOVEMBRE 2015;8 250,00;5,24%;;
Moyenne 8- SAINTE MARIE:TIPANIERS LODGE;;;;;;10,00%;;
8- SAINTE MARIE:VANIVOLA;2E;15;1500;DECEMBRE 2015;59 250,00;17,56%;;
8- SAINTE MARIE:VANIVOLA;2E;15;1500;OCTOBRE 2015;43 500,00;12,89%;;
8- SAINTE MARIE:VANIVOLA;2E;15;1500;NOVEMBRE 2015;15 750,00;4,67%;;
Moyenne 8- SAINTE MARIE:VANIVOLA;;;;;;11,70%;;
8- SAINTE MARIE:VILLA MICHELLA;R;3;1000;DECEMBRE 2015;2 000,00;4,44%;;
8- SAINTE MARIE:VILLA MICHELLA;R;3;1000;OCTOBRE 2015;1 500,00;3,33%;;
8- SAINTE MARIE:VILLA MICHELLA;R;3;1000;NOVEMBRE 2015;0;0,00%;;
Moyenne 8- SAINTE MARIE:VILLA MICHELLA;;;;;;2,59%;;
8- SAINTE MARIE:VILLA SOAZARA;R;4;1000;AOUT 2015;3 000,00;5,00%;;
8- SAINTE MARIE:VILLA SOAZARA;R;4;1000;AVRIL 2015;2 850,00;4,75%;;
8- SAINTE MARIE:VILLA SOAZARA;R;4;1000;DECEMBRE 2015;2 200,00;3,67%;;
8- SAINTE MARIE:VILLA SOAZARA;R;4;1000;MAI 2015;1 800,00;3,00%;;
8- SAINTE MARIE:VILLA SOAZARA;R;4;1000;JUILLET 2015;1 600,00;2,67%;;
8- SAINTE MARIE:VILLA SOAZARA;R;4;1000;SEPTEMBRE 2015;1 400,00;2,33%;;
8- SAINTE MARIE:VILLA SOAZARA;R;4;1000;JUIN 2015;850;1,42%;;
8- SAINTE MARIE:VILLA SOAZARA;R;4;1000;fevrier 2015;0;0,00%;;
8- SAINTE MARIE:VILLA SOAZARA;R;4;1000;JANVIER 2015;0;0,00%;;
8- SAINTE MARIE:VILLA SOAZARA;R;4;1000;MARS 2015;0;0,00%;;
8- SAINTE MARIE:VILLA SOAZARA;R;4;1000;NOVEMBRE 2015;0;0,00%;;
8- SAINTE MARIE:VILLA SOAZARA;R;4;1000;OCTOBRE 2015;0;0,00%;;
Moyenne 8- SAINTE MARIE:VILLA SOAZARA;;;;;;1,90%;;
8- SAINTE MARIE:VILLA TSARA MORA;R;3;1000;MAI 2015;3 600,00;8,00%;;
8- SAINTE MARIE:VILLA TSARA MORA;R;3;1000;MARS 2015;2 000,00;4,44%;;
8- SAINTE MARIE:VILLA TSARA MORA;R;3;1000;DECEMBRE 2015;1 650,00;3,67%;;
8- SAINTE MARIE:VILLA TSARA MORA;R;3;1000;JUIN 2015;850;1,89%;;
8- SAINTE MARIE:VILLA TSARA MORA;R;3;1000;AOUT 2015;0;0,00%;;
8- SAINTE MARIE:VILLA TSARA MORA;R;3;1000;AVRIL 2015;0;0,00%;;
8- SAINTE MARIE:VILLA TSARA MORA;R;3;1000;FEVRIER 2015;0;0,00%;;
8- SAINTE MARIE:VILLA TSARA MORA;R;3;1000;JANVIER 2015;0;0,00%;;
8- SAINTE MARIE:VILLA TSARA MORA;R;3;1000;JUILLET 2015;0;0,00%;;
8- SAINTE MARIE:VILLA TSARA MORA;R;3;1000;NOVEMBRE 2015;0;0,00%;;
8- SAINTE MARIE:VILLA TSARA MORA;R;3;1000;OCTOBRE 2015;0;0,00%;;
8- SAINTE MARIE:VILLA TSARA MORA;R;3;1000;SEPTEMBRE 2015;0;0,00%;;
Moyenne 8- SAINTE MARIE:VILLA TSARA MORA;;;;;;1,50%;;
8- SAINTE MARIE:VILLAS DE VOHILAVA (LA VARANGUE);3R;8;1000;NOVEMBRE 2015;63 000,00;52,50%;;
8- SAINTE MARIE:VILLAS DE VOHILAVA (LA VARANGUE);3R;8;1000;DECEMBRE 2015;60 500,00;50,42%;;
8- SAINTE MARIE:VILLAS DE VOHILAVA (LA VARANGUE);3R;8;1000;OCTOBRE 2015;54 500,00;45,42%;;
Moyenne 8- SAINTE MARIE:VILLAS DE VOHILAVA (LA VARANGUE);;;;;;49,44%;;
9- FIANARANTSOA:Ambalavao:AUX BOUGAINVILLIEES;R;28;1000;NOVEMBRE 2015;37 500,00;8,93%;;
9- FIANARANTSOA:Ambalavao:AUX BOUGAINVILLIEES;R;28;1000;OCTOBRE 2015;34 000,00;8,10%;;
9- FIANARANTSOA:Ambalavao:AUX BOUGAINVILLIEES;R;28;1000;DECEMBRE 2015;6 000,00;1,43%;;
Moyenne 9- FIANARANTSOA:Ambalavao:AUX BOUGAINVILLIEES;;;;;;6,15%;;
9- FIANARANTSOA:Ambalavao:ESPACE ZONGO;R;25;1000;OCTOBRE 2015;20 500,00;5,47%;;
9- FIANARANTSOA:Ambalavao:ESPACE ZONGO;R;25;1000;SEPTEMBRE 2015;17 500,00;4,67%;;
9- FIANARANTSOA:Ambalavao:ESPACE ZONGO;R;25;1000;AOUT 2015;10 000,00;2,67%;;
9- FIANARANTSOA:Ambalavao:ESPACE ZONGO;R;25;1000;JUIN 2015;9 000,00;2,40%;;
9- FIANARANTSOA:Ambalavao:ESPACE ZONGO;R;25;1000;JUILLET 2015;7 500,00;2,00%;;
9- FIANARANTSOA:Ambalavao:ESPACE ZONGO;R;25;1000;MAI 2015;7 000,00;1,87%;;
9- FIANARANTSOA:Ambalavao:ESPACE ZONGO;R;25;1000;NOVEMBRE 2015;6 500,00;1,73%;;
9- FIANARANTSOA:Ambalavao:ESPACE ZONGO;R;25;1000;DECEMBRE 2015;5 000,00;1,33%;;
9- FIANARANTSOA:Ambalavao:ESPACE ZONGO;R;25;1000;MARS 2015;5 000,00;1,33%;;
9- FIANARANTSOA:Ambalavao:ESPACE ZONGO;R;25;1000;AVRIL 2015;4 000,00;1,07%;;
Moyenne 9- FIANARANTSOA:Ambalavao:ESPACE ZONGO;;;;;;2,45%;;
9- FIANARANTSOA:Ambalavao:HOTEL LE TROPIK;3R;30;1000;FEVRIER 2015;4 500,00;1,00%;;
9- FIANARANTSOA:Ambalavao:HOTEL LE TROPIK;3R;30;1000;JANVIER 2015;4 500,00;1,00%;;
Moyenne 9- FIANARANTSOA:Ambalavao:HOTEL LE TROPIK;;;;;;1,00%;;
9- FIANARANTSOA:Ambalavao:HOTEL TSY KIVY;R;10;1000;NOVEMBRE 2015;5 000,00;3,33%;;
9- FIANARANTSOA:Ambalavao:HOTEL TSY KIVY;R;10;1000;DECEMBRE 2015;4 500,00;3,00%;;
9- FIANARANTSOA:Ambalavao:HOTEL TSY KIVY;R;10;1000;OCTOBRE 2015;4 500,00;3,00%;;
9- FIANARANTSOA:Ambalavao:HOTEL TSY KIVY;R;10;1000;SEPTEMBRE 2015;4 500,00;3,00%;;
Moyenne 9- FIANARANTSOA:Ambalavao:HOTEL TSY KIVY;;;;;;3,08%;;
9- FIANARANTSOA:Ambalavao:LA RESIDENCE DU BETSILEO;R;11;1000;AOUT 2015;27 000,00;16,36%;;
9- FIANARANTSOA:Ambalavao:LA RESIDENCE DU BETSILEO;R;11;1000;JUILLET 2015;24 500,00;14,85%;;
9- FIANARANTSOA:Ambalavao:LA RESIDENCE DU BETSILEO;R;11;1000;octobre 2015;19 500,00;11,82%;;
9- FIANARANTSOA:Ambalavao:LA RESIDENCE DU BETSILEO;R;11;1000;SEPTEMBRE 2015;19 000,00;11,52%;;
9- FIANARANTSOA:Ambalavao:LA RESIDENCE DU BETSILEO;R;11;1000;NOVEMBRE 2015;18 500,00;11,21%;;
9- FIANARANTSOA:Ambalavao:LA RESIDENCE DU BETSILEO;R;11;1000;DECEMBRE 2015;15 500,00;9,39%;;
9- FIANARANTSOA:Ambalavao:LA RESIDENCE DU BETSILEO;R;11;1000;JUIN 2015;12 000,00;7,27%;;
9- FIANARANTSOA:Ambalavao:LA RESIDENCE DU BETSILEO;R;11;1000;MAI 2015;11 000,00;6,67%;;
Moyenne 9- FIANARANTSOA:Ambalavao:LA RESIDENCE DU BETSILEO;;;;;;11,14%;;
9- FIANARANTSOA:Ambalavao:LA VARANGUE BETSILEO;NC;5;1000;OCTOBRE 2015;27 000,00;36,00%;;
9- FIANARANTSOA:Ambalavao:LA VARANGUE BETSILEO;NC;5;1000;SEPTEMBRE 2015;18 500,00;24,67%;;
