Etablissement;cat;Nb chb;Taux VT;Mois;Montant (50%);Taux d'occupation;;
7- TOAMASINA:Toamasina ville:HOTEL FLEURI;R;12;1000;NOVEMBRE 2015;11 500,00;6,39%;;
Moyenne 7- TOAMASINA:Toamasina ville:HOTEL FLEURI;;;;;;9,17%;;
7- TOAMASINA:Toamasina ville:HOTEL H1;2E;12;1500;DECEMBRE 2015;67 500,00;25,00%;;
7- TOAMASINA:Toamasina ville:HOTEL H1;2E;12;1500;NOVEMBRE 2015;65 250,00;24,17%;;
7- TOAMASINA:Toamasina ville:HOTEL H1;2E;12;1500;OCTOBRE 2015;54 500,00;20,19%;;
Moyenne 7- TOAMASINA:Toamasina ville:HOTEL H1;;;;;;23,12%;;
7- TOAMASINA:Toamasina ville:HOTEL JUPITER;R;8;1000;NOVEMBRE 2015;8 000,00;6,67%;;
7- TOAMASINA:Toamasina ville:HOTEL JUPITER;R;8;1000;DECEMBRE 2015;6 000,00;5,00%;;
Moyenne 7- TOAMASINA:Toamasina ville:HOTEL JUPITER;;;;;;5,83%;;
7- TOAMASINA:Toamasina ville:HOTEL LA CIGALE;1E;8;1500;SEPTEMBRE 2015;43 500,00;24,17%;;
Moyenne 7- TOAMASINA:Toamasina ville:HOTEL LA CIGALE;;;;;;24,17%;;
7- TOAMASINA:Toamasina ville:HOTEL LA VERANDA;E;16;1500;NOVEMBRE 2015;75 750,00;21,04%;;
7- TOAMASINA:Toamasina ville:HOTEL LA VERANDA;E;16;1500;OCTOBRE 2015;71 250,00;19,79%;;
7- TOAMASINA:Toamasina ville:HOTEL LA VERANDA;E;16;1500;DECEMBRE 2015;59 250,00;16,46%;;
Moyenne 7- TOAMASINA:Toamasina ville:HOTEL LA VERANDA;;;;;;19,10%;;
7- TOAMASINA:Toamasina ville:HOTEL LE GRAND PORT;R;14;1000;OCTOBRE 2015;8 000,00;3,81%;;
7- TOAMASINA:Toamasina ville:HOTEL LE GRAND PORT;R;14;1000;NOVEMBRE 2015;7 500,00;3,57%;;
7- TOAMASINA:Toamasina ville:HOTEL LE GRAND PORT;R;14;1000;DECEMBRE 2015;6 000,00;2,86%;;
Moyenne 7- TOAMASINA:Toamasina ville:HOTEL LE GRAND PORT;;;;;;3,41%;;
7- TOAMASINA:Toamasina ville:HOTEL LE PALMIER;R;7;1000;OCTOBRE 2015;8 500,00;8,10%;;
7- TOAMASINA:Toamasina ville:HOTEL LE PALMIER;R;7;1000;NOVEMBRE 2015;6 500,00;6,19%;;
7- TOAMASINA:Toamasina ville:HOTEL LE PALMIER;R;7;1000;DECEMBRE 2015;6 000,00;5,71%;;
Moyenne 7- TOAMASINA:Toamasina ville:HOTEL LE PALMIER;;;;;;6,67%;;
7- TOAMASINA:Toamasina ville:HOTEL L'ETAPE;R;10;1000;DECEMBRE 2015;21 000,00;14,00%;;
7- TOAMASINA:Toamasina ville:HOTEL L'ETAPE;R;10;1000;NOVEMBRE 2015;16 500,00;11,00%;;
7- TOAMASINA:Toamasina ville:HOTEL L'ETAPE;R;10;1000;OCTOBRE 2015;9 000,00;6,00%;;
Moyenne 7- TOAMASINA:Toamasina ville:HOTEL L'ETAPE;;;;;;10,33%;;
7- TOAMASINA:Toamasina ville:HOTEL MANU;R;9;1000;DECEMBRE 2015;19 500,00;14,44%;;
7- TOAMASINA:Toamasina ville:HOTEL MANU;R;9;1000;NOVEMBRE 2015;17 000,00;12,59%;;
7- TOAMASINA:Toamasina ville:HOTEL MANU;R;9;1000;OCTOBRE 2015;15 500,00;11,48%;;
Moyenne 7- TOAMASINA:Toamasina ville:HOTEL MANU;;;;;;12,84%;;
7- TOAMASINA:Toamasina ville:HOTEL MELVILLE;R;18;1000;DECEMBRE 2015;45 000,00;16,67%;;
7- TOAMASINA:Toamasina ville:HOTEL MELVILLE;R;18;1000;NOVEMBRE 2015;45 000,00;16,67%;;
7- TOAMASINA:Toamasina ville:HOTEL MELVILLE;R;18;1000;OCTOBRE 2015;36 000,00;13,33%;;
Moyenne 7- TOAMASINA:Toamasina ville:HOTEL MELVILLE;;;;;;15,56%;;
7- TOAMASINA:Toamasina ville:HOTEL MIRAMAR;E;45;1500;JANVIER 2015;37 250,00;3,68%;;
7- TOAMASINA:Toamasina ville:HOTEL MIRAMAR;E;45;1500;AOUT 2015;36 750,00;3,63%;;
7- TOAMASINA:Toamasina ville:HOTEL MIRAMAR;E;45;1500;MAI 2015;33 750,00;3,33%;;
7- TOAMASINA:Toamasina ville:HOTEL MIRAMAR;E;45;1500;septembre 2015;32 250,00;3,19%;;
7- TOAMASINA:Toamasina ville:HOTEL MIRAMAR;E;45;1500;AVRIL 2015;24 000,00;2,37%;;
7- TOAMASINA:Toamasina ville:HOTEL MIRAMAR;E;45;1500;MARS 2015;20 250,00;2,00%;;
7- TOAMASINA:Toamasina ville:HOTEL MIRAMAR;E;45;1500;JUIN 2015;16 500,00;1,63%;;
7- TOAMASINA:Toamasina ville:HOTEL MIRAMAR;E;45;1500;JUILLET 2015;12 000,00;1,19%;;
7- TOAMASINA:Toamasina ville:HOTEL MIRAMAR;E;45;1500;FEVRIER 2015;8 250,00;0,81%;;
Moyenne 7- TOAMASINA:Toamasina ville:HOTEL MIRAMAR;;;;;;2,43%;;
7- TOAMASINA:Toamasina ville:HOTEL NUMERO 1;2E;12;1500;OCTOBRE AU DECEMBRE 2015;42 500,00;5,25%;;
7- TOAMASINA:Toamasina ville:HOTEL NUMERO 1;2E;12;1500;AOUT ET SEPTEMBRE 2015;27 500,00;5,09%;;
Moyenne 7- TOAMASINA:Toamasina ville:HOTEL NUMERO 1;;;;;;5,17%;;
7- TOAMASINA:Toamasina ville:HOTEL PLAGE;R;26;1000;DECEMBRE 2015;40 000,00;10,26%;;
7- TOAMASINA:Toamasina ville:HOTEL PLAGE;R;26;1000;OCTOBRE 2015;38 000,00;9,74%;;
7- TOAMASINA:Toamasina ville:HOTEL PLAGE;R;26;1000;NOVEMBRE 2015;20 500,00;5,26%;;
Moyenne 7- TOAMASINA:Toamasina ville:HOTEL PLAGE;;;;;;8,42%;;
7- TOAMASINA:Toamasina ville:HOTEL VICTORIA;R;20;1000;JUIN 2015;11 500,00;3,83%;;
7- TOAMASINA:Toamasina ville:HOTEL VICTORIA;R;20;1000;JUILLET 2015;10 500,00;3,50%;;
7- TOAMASINA:Toamasina ville:HOTEL VICTORIA;R;20;1000;MAI 2015;3 500,00;1,17%;;
Moyenne 7- TOAMASINA:Toamasina ville:HOTEL VICTORIA;;;;;;2,83%;;
7- TOAMASINA:Toamasina ville:IVONDRO HOTEL;R;12;1000;DECEMBRE 2015;16 500,00;9,17%;;
7- TOAMASINA:Toamasina ville:IVONDRO HOTEL;R;12;1000;OCTOBRE 2015;12 500,00;6,94%;;
7- TOAMASINA:Toamasina ville:IVONDRO HOTEL;R;12;1000;NOVEMBRE 2015;11 000,00;6,11%;;
Moyenne 7- TOAMASINA:Toamasina ville:IVONDRO HOTEL;;;;;;7,41%;;
7- TOAMASINA:Toamasina ville:JAVA HOTEL;NC;40;1000;DECEMBRE 2015;315 000,00;52,50%;;
7- TOAMASINA:Toamasina ville:JAVA HOTEL;NC;40;1000;NOVEMBRE 2015;295 000,00;49,17%;;
7- TOAMASINA:Toamasina ville:JAVA HOTEL;NC;40;1000;OCTOBRE 2015;237 500,00;39,58%;;
Moyenne 7- TOAMASINA:Toamasina ville:JAVA HOTEL;;;;;;47,08%;;
7- TOAMASINA:Toamasina ville:JOSI HOTEL;R;41;1000;NOVEMBRE 2015;39 000,00;6,34%;;
7- TOAMASINA:Toamasina ville:JOSI HOTEL;R;41;1000;OCTOBRE 2015;33 500,00;5,45%;;
7- TOAMASINA:Toamasina ville:JOSI HOTEL;R;41;1000;DECEMBRE 2015;28 000,00;4,55%;;
Moyenne 7- TOAMASINA:Toamasina ville:JOSI HOTEL;;;;;;5,45%;;
7- TOAMASINA:Toamasina ville:KALIPSIA BUNGALOW;R;9;1000;AOUT 2015;17 500,00;12,96%;;
7- TOAMASINA:Toamasina ville:KALIPSIA BUNGALOW;R;9;1000;OCTOBRE 2015;7 000,00;5,19%;;
7- TOAMASINA:Toamasina ville:KALIPSIA BUNGALOW;R;9;1000;SEPTEMBRE 2015;7 000,00;5,19%;;
7- TOAMASINA:Toamasina ville:KALIPSIA BUNGALOW;R;9;1000;DECEMBRE 2015;5 000,00;3,70%;;
7- TOAMASINA:Toamasina ville:KALIPSIA BUNGALOW;R;9;1000;NOVEMBRE 2015;3 500,00;2,59%;;
Moyenne 7- TOAMASINA:Toamasina ville:KALIPSIA BUNGALOW;;;;;;5,93%;;
7- TOAMASINA:Toamasina ville:KANTO;R;10;1000;DECEMBRE 2015;7 000,00;4,67%;;
7- TOAMASINA:Toamasina ville:KANTO;R;10;1000;NOVEMBRE 2015;5 500,00;3,67%;;
7- TOAMASINA:Toamasina ville:KANTO;R;10;1000;OCTOBRE 2015;5 000,00;3,33%;;
Moyenne 7- TOAMASINA:Toamasina ville:KANTO;;;;;;3,89%;;
7- TOAMASINA:Toamasina ville:KENZA;NC;8;1000;NOVEMBRE 2015;19 500,00;16,25%;;
7- TOAMASINA:Toamasina ville:KENZA;NC;8;1000;DECEMBRE 2015;17 000,00;14,17%;;
7- TOAMASINA:Toamasina ville:KENZA;NC;8;1000;OCTOBRE 2015;15 000,00;12,50%;;
Moyenne 7- TOAMASINA:Toamasina ville:KENZA;;;;;;14,31%;;
7- TOAMASINA:Toamasina ville:LA FAMILLIA;R;6;1000;NOVEMBRE ET DECEMBRE 2015;2 500,00;1,39%;;
Moyenne 7- TOAMASINA:Toamasina ville:LA FAMILLIA;;;;;;1,39%;;
7- TOAMASINA:Toamasina ville:LA MARINE;R;8;1000;DECEMBRE 2015;1 500,00;1,25%;;
7- TOAMASINA:Toamasina ville:LA MARINE;R;8;1000;OCTOBRE 2015;1 500,00;1,25%;;
7- TOAMASINA:Toamasina ville:LA MARINE;R;8;1000;NOVEMBRE 2015;1 000,00;0,83%;;
Moyenne 7- TOAMASINA:Toamasina ville:LA MARINE;;;;;;1,11%;;
7- TOAMASINA:Toamasina ville:LE GRANITE HOTEL;R;32;1000;DECEMBRE 2015;20 000,00;4,17%;;
7- TOAMASINA:Toamasina ville:LE GRANITE HOTEL;R;32;1000;OCTOBRE 2015;17 000,00;3,54%;;
7- TOAMASINA:Toamasina ville:LE GRANITE HOTEL;R;32;1000;NOVEMBRE 2015;14 000,00;2,92%;;
Moyenne 7- TOAMASINA:Toamasina ville:LE GRANITE HOTEL;;;;;;3,54%;;
7- TOAMASINA:Toamasina ville:LE NEPTUNE;4E;47;5000;JANVIER AU DECEMBRE 2015;3 017 500,00;7,13%;;
Moyenne 7- TOAMASINA:Toamasina ville:LE NEPTUNE;;;;;;7,13%;;
7- TOAMASINA:Toamasina ville:LE SAPHIR;R;14;1000;DECEMBRE 2015;15 000,00;7,14%;;
7- TOAMASINA:Toamasina ville:LE SAPHIR;R;14;1000;OCTOBRE 2015;12 500,00;5,95%;;
7- TOAMASINA:Toamasina ville:LE SAPHIR;R;14;1000;NOVEMBRE 2015;10 000,00;4,76%;;
Moyenne 7- TOAMASINA:Toamasina ville:LE SAPHIR;;;;;;5,95%;;
7- TOAMASINA:Toamasina ville:LES FLAMBOYANTS;E;40;1500;NOVEMBRE 2015;798 750,00;88,75%;;
7- TOAMASINA:Toamasina ville:LES FLAMBOYANTS;E;40;1500;SEPTEMBRE 2015;488 250,00;54,25%;;
7- TOAMASINA:Toamasina ville:LES FLAMBOYANTS;E;40;1500;DECEMBRE 2015;325 500,00;36,17%;;
7- TOAMASINA:Toamasina ville:LES FLAMBOYANTS;E;40;1500;FEVRIER 2015;201 000,00;22,33%;;
Moyenne 7- TOAMASINA:Toamasina ville:LES FLAMBOYANTS;;;;;;50,38%;;
7- TOAMASINA:Toamasina ville:LES GREVILLIAS;R;6;1000;JUILLET AU DECEMBRE 2015;1 000,00;0,19%;;
Moyenne 7- TOAMASINA:Toamasina ville:LES GREVILLIAS;;;;;;0,19%;;
7- TOAMASINA:Toamasina ville:LONGO HOTEL;R;22;1000;OCTOBRE 2015;9 500,00;2,88%;;
7- TOAMASINA:Toamasina ville:LONGO HOTEL;R;22;1000;NOVEMBRE 2015;8 500,00;2,58%;;
7- TOAMASINA:Toamasina ville:LONGO HOTEL;R;22;1000;DECEMBRE 2015;6 500,00;1,97%;;
Moyenne 7- TOAMASINA:Toamasina ville:LONGO HOTEL;;;;;;2,47%;;
7- TOAMASINA:Toamasina ville:MAHATAMAGNA;R;5;1000;DECEMBRE 2015;1 500,00;2,00%;;
7- TOAMASINA:Toamasina ville:MAHATAMAGNA;R;5;1000;OCTOBRE 2015;1 500,00;2,00%;;
7- TOAMASINA:Toamasina ville:MAHATAMAGNA;R;5;1000;NOVEMBRE 2015;1 000,00;1,33%;;
Moyenne 7- TOAMASINA:Toamasina ville:MAHATAMAGNA;;;;;;1,78%;;
7- TOAMASINA:Toamasina ville:MAHATOKY HOTEL;R;14;1000;SEPTEMBRE 2015;14 000,00;6,67%;;
7- TOAMASINA:Toamasina ville:MAHATOKY HOTEL;R;14;1000;DECEMBRE 2015;13 000,00;6,19%;;
7- TOAMASINA:Toamasina ville:MAHATOKY HOTEL;R;14;1000;NOVEMBRE 2015;11 500,00;5,48%;;
Moyenne 7- TOAMASINA:Toamasina ville:MAHATOKY HOTEL;;;;;;6,11%;;
7- TOAMASINA:Toamasina ville:MAROTIA HOTEL;R;26;1000;JANVIER AU DECEMBRE 2015;100 000,00;2,14%;;
Moyenne 7- TOAMASINA:Toamasina ville:MAROTIA HOTEL;;;;;;2,14%;;
7- TOAMASINA:Toamasina ville:MIRANA BUNGALOW;R;6;1000;DECEMBRE 2015;3 500,00;3,89%;;
7- TOAMASINA:Toamasina ville:MIRANA BUNGALOW;R;6;1000;NOVEMBRE 2015;3 500,00;3,89%;;
7- TOAMASINA:Toamasina ville:MIRANA BUNGALOW;R;6;1000;OCTOBRE 2015;2 500,00;2,78%;;
Moyenne 7- TOAMASINA:Toamasina ville:MIRANA BUNGALOW;;;;;;3,52%;;
7- TOAMASINA:Toamasina ville:NICA HOTEL;R;32;1000;DECEMBRE 2015;55 000,00;11,46%;;
7- TOAMASINA:Toamasina ville:NICA HOTEL;R;32;1000;NOVEMBRE 2015;55 000,00;11,46%;;
7- TOAMASINA:Toamasina ville:NICA HOTEL;R;32;1000;OCTOBRE 2015;52 000,00;10,83%;;
Moyenne 7- TOAMASINA:Toamasina ville:NICA HOTEL;;;;;;11,25%;;
7- TOAMASINA:Toamasina ville:NOUVEL HOTEL;3R;5;1000;JUILLET AU DECEMBRE 2015;42 500,00;9,44%;;
7- TOAMASINA:Toamasina ville:NOUVEL HOTEL;3R;5;1000;JANVIER AU JUIN 2015;40 000,00;8,89%;;
Moyenne 7- TOAMASINA:Toamasina ville:NOUVEL HOTEL;;;;;;9,17%;;
7- TOAMASINA:Toamasina ville:OASIS;R;12;1000;MAI AU NOVEMBRE 2015;66 500,00;5,28%;;
Moyenne 7- TOAMASINA:Toamasina ville:OASIS;;;;;;5,28%;;
7- TOAMASINA:Toamasina ville:OCEAN 501;R;5;1000;OCTOBRE 2015;30 000,00;40,00%;;
Moyenne 7- TOAMASINA:Toamasina ville:OCEAN 501;;;;;;40,00%;;
7- TOAMASINA:Toamasina ville:OCEAN D'OR;2E;38;1500;OCTOBRE 2015;45 750,00;5,35%;;
7- TOAMASINA:Toamasina ville:OCEAN D'OR;2E;38;1500;DECEMBRE 2015;28 500,00;3,33%;;
7- TOAMASINA:Toamasina ville:OCEAN D'OR;2E;38;1500;NOVEMBRE 2015;20 250,00;2,37%;;
Moyenne 7- TOAMASINA:Toamasina ville:OCEAN D'OR;;;;;;3,68%;;
7- TOAMASINA:Toamasina ville:OCEANE 501;R;5;1000;NOVEMBRE 2015;30 000,00;40,00%;;
Moyenne 7- TOAMASINA:Toamasina ville:OCEANE 501;;;;;;40,00%;;
7- TOAMASINA:Toamasina ville:ORIENTAL;R;8;1000;NOVEMBRE 2015;16 500,00;13,75%;;
7- TOAMASINA:Toamasina ville:ORIENTAL;R;8;1000;OCTOBRE 2015;15 000,00;12,50%;;
7- TOAMASINA:Toamasina ville:ORIENTAL;R;8;1000;DECEMBRE 2015;5 500,00;4,58%;;
Moyenne 7- TOAMASINA:Toamasina ville:ORIENTAL;;;;;;10,28%;;
7- TOAMASINA:Toamasina ville:PENSION;NC;12;1000;NOVEMBRE 2015;24 000,00;13,33%;;
7- TOAMASINA:Toamasina ville:PENSION;NC;12;1000;OCTOBRE 2015;13 500,00;7,50%;;
Moyenne 7- TOAMASINA:Toamasina ville:PENSION;;;;;;10,42%;;
7- TOAMASINA:Toamasina ville:PLANET'OTEL;R;9;1000;DECEMBRE 2015;7 500,00;5,56%;;
7- TOAMASINA:Toamasina ville:PLANET'OTEL;R;9;1000;NOVEMBRE 2015;6 500,00;4,81%;;
7- TOAMASINA:Toamasina ville:PLANET'OTEL;R;9;1000;OCTOBRE 2015;5 000,00;3,70%;;
Moyenne 7- TOAMASINA:Toamasina ville:PLANET'OTEL;;;;;;4,69%;;
7- TOAMASINA:Toamasina ville:ROYALE HOTEL;E;15;1500;DECEMBRE 2015;25 500,00;7,56%;;
7- TOAMASINA:Toamasina ville:ROYALE HOTEL;E;15;1500;OCTOBRE 2015;16 500,00;4,89%;;
7- TOAMASINA:Toamasina ville:ROYALE HOTEL;E;15;1500;NOVEMBRE 2015;13 500,00;4,00%;;
Moyenne 7- TOAMASINA:Toamasina ville:ROYALE HOTEL;;;;;;5,48%;;
7- TOAMASINA:Toamasina ville:SOCIETE ANJARA;2E;29;1500;DECEMBRE 2015;170 250,00;26,09%;;
7- TOAMASINA:Toamasina ville:SOCIETE ANJARA;2E;29;1500;NOVEMBRE 2015;156 750,00;24,02%;;
Moyenne 7- TOAMASINA:Toamasina ville:SOCIETE ANJARA;;;;;;25,06%;;
7- TOAMASINA:Toamasina ville:STE H DE TAMATAVE;3E;28;5000;NOVEMBRE 2015;295 000,00;14,05%;;
7- TOAMASINA:Toamasina ville:STE H DE TAMATAVE;3E;28;5000;OCTOBRE 2015;250 000,00;11,90%;;
7- TOAMASINA:Toamasina ville:STE H DE TAMATAVE;3E;28;5000;MAI 2015;230 000,00;10,95%;;
7- TOAMASINA:Toamasina ville:STE H DE TAMATAVE;3E;28;5000;DECEMBRE 2015;207 500,00;9,88%;;
7- TOAMASINA:Toamasina ville:STE H DE TAMATAVE;3E;28;5000;DECEMBRE 2015;60 000,00;2,86%;;
Moyenne 7- TOAMASINA:Toamasina ville:STE H DE TAMATAVE;;;;;;9,93%;;
7- TOAMASINA:Toamasina ville:SUNNY GOLF HOTEL;3E;45;5000;DECEMBRE 2015;40 000,00;1,19%;;
7- TOAMASINA:Toamasina ville:SUNNY GOLF HOTEL;3E;45;5000;NOVEMBRE 2015;27 500,00;0,81%;;
Moyenne 7- TOAMASINA:Toamasina ville:SUNNY GOLF HOTEL;;;;;;1,00%;;
7- TOAMASINA:Toamasina ville:SUPER BUNGALOW;R;6;1000;DECEMBRE 2015;23 000,00;25,56%;;
7- TOAMASINA:Toamasina ville:SUPER BUNGALOW;R;6;1000;NOVEMBRE 2015;20 500,00;22,78%;;
7- TOAMASINA:Toamasina ville:SUPER BUNGALOW;R;6;1000;OCTOBRE 2015;19 000,00;21,11%;;
Moyenne 7- TOAMASINA:Toamasina ville:SUPER BUNGALOW;;;;;;23,15%;;
7- TOAMASINA:Toamasina ville:TAFA BUNGALOW;R;9;1000;NOVEMBRE 2015;6 500,00;4,81%;;
7- TOAMASINA:Toamasina ville:TAFA BUNGALOW;R;9;1000;DECEMBRE 2015;5 500,00;4,07%;;
7- TOAMASINA:Toamasina ville:TAFA BUNGALOW;R;9;1000;SEPTEMBRE 2015;4 000,00;2,96%;;
Moyenne 7- TOAMASINA:Toamasina ville:TAFA BUNGALOW;;;;;;3,95%;;
7- TOAMASINA:Toamasina ville:TARATRA;R;7;1000;NOVEMBRE 2015;3 000,00;2,86%;;
Moyenne 7- TOAMASINA:Toamasina ville:TARATRA;;;;;;2,86%;;
7- TOAMASINA:Toamasina ville:TARATRA VILLAGE;R;7;1000;DECEMBRE 2015;2 500,00;2,38%;;
7- TOAMASINA:Toamasina ville:TARATRA VILLAGE;R;7;1000;OCTOBRE 2015;2 000,00;1,90%;;
Moyenne 7- TOAMASINA:Toamasina ville:TARATRA VILLAGE;;;;;;2,14%;;
7- TOAMASINA:Toamasina ville:TIANA BUNGALOW;2R;6;1000;OCTOBRE ET NOVEMBRE 2015;15 500,00;8,61%;;
7- TOAMASINA:Toamasina ville:TIANA BUNGALOW;2R;6;1000;DECEMBRE 2015;7 000,00;7,78%;;
Moyenne 7- TOAMASINA:Toamasina ville:TIANA BUNGALOW;;;;;;8,19%;;
7- TOAMASINA:Toamasina ville:TSARA BUNGALOW;R;6;1000;NOVEMBRE 2015;4 000,00;4,44%;;
7- TOAMASINA:Toamasina ville:TSARA BUNGALOW;R;6;1000;DECEMBRE 2015;3 000,00;3,33%;;
7- TOAMASINA:Toamasina ville:TSARA BUNGALOW;R;6;1000;OCTOBRE 2015;1 500,00;1,67%;;
Moyenne 7- TOAMASINA:Toamasina ville:TSARA BUNGALOW;;;;;;3,15%;;
7- TOAMASINA:Toamasina ville:TSARASOA HOTEL;R;9;1000;DECEMBRE 2015;3 500,00;2,59%;;
7- TOAMASINA:Toamasina ville:TSARASOA HOTEL;R;9;1000;NOVEMBRE 2015;1 500,00;1,11%;;
Moyenne 7- TOAMASINA:Toamasina ville:TSARASOA HOTEL;;;;;;1,85%;;
7- TOAMASINA:Toamasina ville:TSIK'HOTEL;R;19;1000;DECEMBRE 2015;62 500,00;21,93%;;
7- TOAMASINA:Toamasina ville:TSIK'HOTEL;R;19;1000;NOVEMBRE 2015;54 000,00;18,95%;;
7- TOAMASINA:Toamasina ville:TSIK'HOTEL;R;19;1000;OCTOBRE 2015;49 500,00;17,37%;;
Moyenne 7- TOAMASINA:Toamasina ville:TSIK'HOTEL;;;;;;19,42%;;
7- TOAMASINA:Toamasina ville:ULISSE SARL (SHARON HOTEL);4E;44;5000;DECEMBRE 2015;542 500,00;16,44%;;
7- TOAMASINA:Toamasina ville:ULISSE SARL (SHARON HOTEL);4E;44;5000;NOVEMBRE 2015;467 500,00;14,17%;;
Moyenne 7- TOAMASINA:Toamasina ville:ULISSE SARL (SHARON HOTEL);;;;;;15,30%;;
7- TOAMASINA:Toamasina ville:VOLANIA;R;8;1000;NOVEMBRE 2015;22 500,00;18,75%;;
7- TOAMASINA:Toamasina ville:VOLANIA;R;8;1000;DECEMBRE 2015;20 500,00;17,08%;;
Moyenne 7- TOAMASINA:Toamasina ville:VOLANIA;;;;;;17,92%;;
7- TOAMASINA:Toamasina ville:ZAFY BUNGALOW(ZAMALAHY);R;4;1000;DECEMBRE 2015;4 000,00;6,67%;;
7- TOAMASINA:Toamasina ville:ZAFY BUNGALOW(ZAMALAHY);R;4;1000;OCTOBRE 2015;3 500,00;5,83%;;
7- TOAMASINA:Toamasina ville:ZAFY BUNGALOW(ZAMALAHY);R;4;1000;NOVEMBRE 2015;2 500,00;4,17%;;
Moyenne 7- TOAMASINA:Toamasina ville:ZAFY BUNGALOW(ZAMALAHY);;;;;;5,56%;;
7- TOAMASINA:Vatomandry:CENTRAL HOTEL;R;9;1000;AOUT 2015;13 500,00;10,00%;;
7- TOAMASINA:Vatomandry:CENTRAL HOTEL;R;9;1000;SEPTEMBRE 2015;11 500,00;8,52%;;
7- TOAMASINA:Vatomandry:CENTRAL HOTEL;R;9;1000;NOVEMBRE 2015;6 500,00;4,81%;;
7- TOAMASINA:Vatomandry:CENTRAL HOTEL;R;9;1000;OCTOBRE 2015;6 000,00;4,44%;;
7- TOAMASINA:Vatomandry:CENTRAL HOTEL;R;9;1000;DECEMBRE 2015;5 000,00;3,70%;;
Moyenne 7- TOAMASINA:Vatomandry:CENTRAL HOTEL;;;;;;6,30%;;
7- TOAMASINA:Vatomandry:HOTEL SAYA;NC;5;1000;DECEMBRE 2015;12 000,00;16,00%;;
7- TOAMASINA:Vatomandry:HOTEL SAYA;NC;5;1000;AOUT 2015;10 000,00;13,33%;;
7- TOAMASINA:Vatomandry:HOTEL SAYA;NC;5;1000;SEPTEMBRE 2015;9 000,00;12,00%;;
7- TOAMASINA:Vatomandry:HOTEL SAYA;NC;5;1000;NOVEMBRE 2015;8 500,00;11,33%;;
7- TOAMASINA:Vatomandry:HOTEL SAYA;NC;5;1000;OCTOBRE 2015;7 500,00;10,00%;;
Moyenne 7- TOAMASINA:Vatomandry:HOTEL SAYA;;;;;;12,53%;;
7- TOAMASINA:Vatomandry:KENJI;R;6;1000;NOVEMBRE 2015;16 000,00;17,78%;;
7- TOAMASINA:Vatomandry:KENJI;R;6;1000;OCTOBRE 2015;14 500,00;16,11%;;
7- TOAMASINA:Vatomandry:KENJI;R;6;1000;DECEMBRE 2015;12 500,00;13,89%;;
Moyenne 7- TOAMASINA:Vatomandry:KENJI;;;;;;15,93%;;
7- TOAMASINA:Vatomandry:LA COLOMBE;R;4;1000;OCTOBRE 2015;1 500,00;2,50%;;
7- TOAMASINA:Vatomandry:LA COLOMBE;R;4;1000;DECEMBRE 2015;1 000,00;1,67%;;
7- TOAMASINA:Vatomandry:LA COLOMBE;R;4;1000;NOVEMBRE 2015;1 000,00;1,67%;;
7- TOAMASINA:Vatomandry:LA COLOMBE;R;4;1000;SEPTEMBRE 2015;1 000,00;1,67%;;
Moyenne 7- TOAMASINA:Vatomandry:LA COLOMBE;;;;;;1,88%;;
7- TOAMASINA:Vatomandry:LE GRAND HOTEL;E;10;1500;DECEMBRE 2015;7 500,00;3,33%;;
7- TOAMASINA:Vatomandry:LE GRAND HOTEL;E;10;1500;NOVEMBRE 2015;7 500,00;3,33%;;
7- TOAMASINA:Vatomandry:LE GRAND HOTEL;E;10;1500;OCTOBRE 2015;7 500,00;3,33%;;
Moyenne 7- TOAMASINA:Vatomandry:LE GRAND HOTEL;;;;;;3,33%;;
7- TOAMASINA:Vatomandry:LES 2SA BUNGALOWS;R;4;1000;DECEMBRE 2015;2 000,00;3,33%;;
7- TOAMASINA:Vatomandry:LES 2SA BUNGALOWS;R;4;1000;NOVEMBRE 2015;2 000,00;3,33%;;
7- TOAMASINA:Vatomandry:LES 2SA BUNGALOWS;R;4;1000;OCTOBRE 2015;2 000,00;3,33%;;
Moyenne 7- TOAMASINA:Vatomandry:LES 2SA BUNGALOWS;;;;;;3,33%;;
7- TOAMASINA:Vatomandry:MANGA LODGE;E;6;1500;DECEMBRE 2015;7 500,00;5,56%;;
7- TOAMASINA:Vatomandry:MANGA LODGE;E;6;1500;NOVEMBRE 2015;5 250,00;3,89%;;
7- TOAMASINA:Vatomandry:MANGA LODGE;E;6;1500;OCTOBRE 2015;4 500,00;3,33%;;
7- TOAMASINA:Vatomandry:MANGA LODGE;E;6;1500;SEPTEMBRE 2015;4 500,00;3,33%;;
Moyenne 7- TOAMASINA:Vatomandry:MANGA LODGE;;;;;;4,03%;;
7- TOAMASINA:Vatomandry:MAROVAHINY;R;9;1000;DECEMBRE 2015;12 000,00;8,89%;;
7- TOAMASINA:Vatomandry:MAROVAHINY;R;9;1000;OCTOBRE 2015;7 500,00;5,56%;;
7- TOAMASINA:Vatomandry:MAROVAHINY;R;9;1000;novembre 2015;5 000,00;3,70%;;
7- TOAMASINA:Vatomandry:MAROVAHINY;R;9;1000;SEPTEMBRE 2015;4 500,00;3,33%;;
Moyenne 7- TOAMASINA:Vatomandry:MAROVAHINY;;;;;;5,37%;;
8- SAINTE MARIE:ANALATSARA;R;2;1000;DECEMBRE 2015;13 750,00;45,83%;;
